,medicine,links
460,Eurax,https://pillintrip.com/medicine/eurax
461,Euronac 5%,https://pillintrip.com/medicine/euronac-5
462,Ecobec,https://pillintrip.com/medicine/ecobec
463,Emedur,https://pillintrip.com/medicine/emedur
464,EpiPen Junior,https://pillintrip.com/medicine/epipen-junior
465,Emox,https://pillintrip.com/medicine/emox
466,Elocom,https://pillintrip.com/medicine/elocom
467,Erlibelle,https://pillintrip.com/medicine/erlibelle
468,Enap H,https://pillintrip.com/medicine/enap-h
469,Eszo,https://pillintrip.com/medicine/eszo
470,Extralgin (+Pseudoephedrine),https://pillintrip.com/medicine/extralgin-pseudoephedrine
471,Emorril,https://pillintrip.com/medicine/emorril
472,Evorel Conti ,https://pillintrip.com/medicine/evorel-conti
473,Elugel,https://pillintrip.com/medicine/elugel
474,Exomax,https://pillintrip.com/medicine/exomax
475,EpiPen,https://pillintrip.com/medicine/epipen
476,Estragest TTS,https://pillintrip.com/medicine/estragest-tts
477,Enstilar,https://pillintrip.com/medicine/enstilar
478,Estreva,https://pillintrip.com/medicine/estreva
479,Esgipyrin-T,https://pillintrip.com/medicine/esgipyrin-t
480,Espididol,https://pillintrip.com/medicine/espididol
481,Elvanse,https://pillintrip.com/medicine/elvanse
482,Etonox,https://pillintrip.com/medicine/etonox
483,Epidron,https://pillintrip.com/medicine/epidron
484,E-Pod,https://pillintrip.com/medicine/e-pod
485,Elocon,https://pillintrip.com/medicine/elocon
486,Escapelle,https://pillintrip.com/medicine/escapelle
487,Eltroxin,https://pillintrip.com/medicine/eltroxin
488,Epivir,https://pillintrip.com/medicine/epivir
489,Etopiryna Kontrol,https://pillintrip.com/medicine/etopiryna-kontrol
490,Emconcor Comp,https://pillintrip.com/medicine/emconcor-comp
491,Ergotamine,https://pillintrip.com/medicine/ergotamine
492,Exbol,https://pillintrip.com/medicine/exbol
493,Emetrol,https://pillintrip.com/medicine/emetrol
494,Exdol,https://pillintrip.com/medicine/exdol
495,Epi-Pevaryl,https://pillintrip.com/medicine/epi-pevaryl
496,EllaOne,https://pillintrip.com/medicine/ellaone
497,Elonza,https://pillintrip.com/medicine/elonza
498,Eloxatin,https://pillintrip.com/medicine/eloxatin
499,Escitalopram,https://pillintrip.com/medicine/escitalopram
500,Flagyl,https://pillintrip.com/medicine/flagyl
501,Farmapram,https://pillintrip.com/medicine/farmapram
502,Fucidin,https://pillintrip.com/medicine/fucidin
503,Fendol,https://pillintrip.com/medicine/fendol
504,Fagusan,https://pillintrip.com/medicine/fagusan
505,Fucibet,https://pillintrip.com/medicine/fucibet
506,Fluidasa,https://pillintrip.com/medicine/fluidasa
507,Fluimucil,https://pillintrip.com/medicine/fluimucil
508,Fern-C,https://pillintrip.com/medicine/fern-c
509,Fucidin H,https://pillintrip.com/medicine/fucidin-h
510,Flemex-AC OD,https://pillintrip.com/medicine/flemex-ac-od
511,Ferinject,https://pillintrip.com/medicine/ferinject
512,Fortacin (Lidocaine hydrochloride),https://pillintrip.com/medicine/fortacin-lidocaine-hydrochloride
513,Fevadol,https://pillintrip.com/medicine/fevadol
514,Folbiol,https://pillintrip.com/medicine/folbiol
515,Fucidine,https://pillintrip.com/medicine/fucidine
516,Furetic,https://pillintrip.com/medicine/furetic
517,Fubecot,https://pillintrip.com/medicine/fubecot
518,Fucicort,https://pillintrip.com/medicine/fucicort
519,Faspic (Ibuprofen),https://pillintrip.com/medicine/faspic-ibuprofen
520,Floxadex,https://pillintrip.com/medicine/floxadex
521,Ftorocort,https://pillintrip.com/medicine/ftorocort
522,Formulaexpec,https://pillintrip.com/medicine/formulaexpec
523,Fenafex,https://pillintrip.com/medicine/fenafex
524,Feldene,https://pillintrip.com/medicine/feldene
525,Ferronemia,https://pillintrip.com/medicine/ferronemia
526,Femoston (+Dydrogesterone),https://pillintrip.com/medicine/femoston-dydrogesterone
527,Framykoin,https://pillintrip.com/medicine/framykoin
528,Frisium,https://pillintrip.com/medicine/frisium
529,Frispec,https://pillintrip.com/medicine/frispec
530,Fuciderm,https://pillintrip.com/medicine/fuciderm
531,Fucithalmic,https://pillintrip.com/medicine/fucithalmic
532,Flamydol,https://pillintrip.com/medicine/flamydol
533,Fludara,https://pillintrip.com/medicine/fludara
534,Fastum,https://pillintrip.com/medicine/fastum
535,Folicil,https://pillintrip.com/medicine/folicil
536,FAP,https://pillintrip.com/medicine/fap
537,Fenbid,https://pillintrip.com/medicine/fenbid
538,Fysiofol,https://pillintrip.com/medicine/fysiofol
539,Famvir,https://pillintrip.com/medicine/famvir
540,Fango-B,https://pillintrip.com/medicine/fango-b
541,Ferromax,https://pillintrip.com/medicine/ferromax
542,Fluoxetine,https://pillintrip.com/medicine/fluoxetine
543,Fibroquel,https://pillintrip.com/medicine/fibroquel
544,Fenistil,https://pillintrip.com/medicine/fenistil
545,Fenbid Fenka Pian,https://pillintrip.com/medicine/fenbid-fenka-pian
546,Finacea,https://pillintrip.com/medicine/finacea
547,Flusterix 2%,https://pillintrip.com/medicine/flusterix-2
548,Folavit,https://pillintrip.com/medicine/folavit
549,Finimal,https://pillintrip.com/medicine/finimal
550,Femara,https://pillintrip.com/medicine/femara
551,Flurbiprofen,https://pillintrip.com/medicine/flurbiprofen
552,Fluimucil A,https://pillintrip.com/medicine/fluimucil-a
553,Fluimucil Mucolitico,https://pillintrip.com/medicine/fluimucil-mucolitico
554,Fiasp,https://pillintrip.com/medicine/fiasp
555,Falsigra,https://pillintrip.com/medicine/falsigra
556,Fusibact-B,https://pillintrip.com/medicine/fusibact-b
557,Flixovate 0.05%,https://pillintrip.com/medicine/flixovate-0-05
558,Fusu,https://pillintrip.com/medicine/fusu
559,Flumetol NF Ofteno,https://pillintrip.com/medicine/flumetol-nf-ofteno
560,Flarex ,https://pillintrip.com/medicine/flarex
561,Fervex Etat Grippal,https://pillintrip.com/medicine/fervex-etat-grippal
562,Floxedol,https://pillintrip.com/medicine/floxedol
563,Flonase,https://pillintrip.com/medicine/flonase
564,Furosemide,https://pillintrip.com/medicine/furosemide
565,Fungitraxx,https://pillintrip.com/medicine/fungitraxx
566,Foradil,https://pillintrip.com/medicine/foradil
567,Flixonase,https://pillintrip.com/medicine/flixonase
568,Fervex,https://pillintrip.com/medicine/fervex
569,Furosemid Kabi,https://pillintrip.com/medicine/furosemid-kabi
570,Fungarest,https://pillintrip.com/medicine/fungarest
571,Festal ,https://pillintrip.com/medicine/festal
572,Flector,https://pillintrip.com/medicine/flector
573,Femoston ,https://pillintrip.com/medicine/femoston
574,Fortum,https://pillintrip.com/medicine/fortum
575,Froben,https://pillintrip.com/medicine/froben
576,Fervex Rhume Enfants,https://pillintrip.com/medicine/fervex-rhume-enfants
577,Fedac,https://pillintrip.com/medicine/fedac
578,Fungoral,https://pillintrip.com/medicine/fungoral
579,Flexiban,https://pillintrip.com/medicine/flexiban
580,Fucidin-H,https://pillintrip.com/medicine/fucidin-h-
581,Funzol,https://pillintrip.com/medicine/funzol
582,Ferrofumaraat CF,https://pillintrip.com/medicine/ferrofumaraat-cf
583,Furadonin tablets,https://pillintrip.com/medicine/furadonin-tablets
584,Febridol,https://pillintrip.com/medicine/febridol
585,Fortasec,https://pillintrip.com/medicine/fortasec
586,Ferraton,https://pillintrip.com/medicine/ferraton
587,Fluimukan,https://pillintrip.com/medicine/fluimukan
588,Feofol,https://pillintrip.com/medicine/feofol
589,Folicron,https://pillintrip.com/medicine/folicron
590,Fokusin,https://pillintrip.com/medicine/fokusin
591,Fixit,https://pillintrip.com/medicine/fixit
592,Femiplus,https://pillintrip.com/medicine/femiplus
593,Fiorda,https://pillintrip.com/medicine/fiorda
594,Flemex-AC,https://pillintrip.com/medicine/flemex-ac
595,Foxis,https://pillintrip.com/medicine/foxis
596,Flamicort,https://pillintrip.com/medicine/flamicort
597,Flegyl,https://pillintrip.com/medicine/flegyl
598,Flugal,https://pillintrip.com/medicine/flugal
599,Fefol,https://pillintrip.com/medicine/fefol
600,Glucophage,https://pillintrip.com/medicine/glucophage
601,Giafen,https://pillintrip.com/medicine/giafen
602,Gyno-Tardyferon,https://pillintrip.com/medicine/gyno-tardyferon-
603,Gastro-Bismol,https://pillintrip.com/medicine/gastro-bismol
604,Gentalyn Beta,https://pillintrip.com/medicine/gentalyn-beta
605,Gyrablock,https://pillintrip.com/medicine/gyrablock
606,Guaiphenesin Ilium,https://pillintrip.com/medicine/guaiphenesin-ilium
607,Gaviscon (Calcium carbonate_Sodium alignate_sodium bicarbonate),https://pillintrip.com/medicine/gaviscon-calcium-carbonate-sodium-alignate-sodium-bicarbonate
608,Gemysetin,https://pillintrip.com/medicine/gemysetin
609,Gofen,https://pillintrip.com/medicine/gofen
610,Gravol,https://pillintrip.com/medicine/gravol
611,Gentisone HC,https://pillintrip.com/medicine/gentisone-hc
612,Gelocatil,https://pillintrip.com/medicine/gelocatil
613,Graneodin B,https://pillintrip.com/medicine/graneodin-b
614,Gujatal,https://pillintrip.com/medicine/gujatal
615,Gracial,https://pillintrip.com/medicine/gracial
616,Gemozol,https://pillintrip.com/medicine/gemozol
617,"Geralgine Plus (Acetaminophen,Codeine)",https://pillintrip.com/medicine/geralgine-plus-acetaminophen-codeine
618,Geralgine Plus,https://pillintrip.com/medicine/geralgine-plus
619,Genta,https://pillintrip.com/medicine/genta
620,Gynozol (Miconazole nitrate),https://pillintrip.com/medicine/gynozol-miconazole-nitrate
621,Geralgine-P,https://pillintrip.com/medicine/geralgine-p
622,G-Cin,https://pillintrip.com/medicine/g-cin
623,Genticin,https://pillintrip.com/medicine/genticin
624,Gabapentin,https://pillintrip.com/medicine/gabapentin
625,Grippostad,https://pillintrip.com/medicine/grippostad
626,Genin,https://pillintrip.com/medicine/genin
627,Glucovance,https://pillintrip.com/medicine/glucovance
628,Grasulan,https://pillintrip.com/medicine/grasulan
629,Gaviscon Double Action,https://pillintrip.com/medicine/gaviscon-double-action
630,Gem-S,https://pillintrip.com/medicine/gem-s
631,Glyxambi ,https://pillintrip.com/medicine/glyxambi
632,Gaty,https://pillintrip.com/medicine/gaty
633,G-Met,https://pillintrip.com/medicine/g-met
634,Gastromotil,https://pillintrip.com/medicine/gastromotil
635,Gyno-Daktarin,https://pillintrip.com/medicine/gyno-daktarin-
636,Gentamed,https://pillintrip.com/medicine/gentamed
637,Granon,https://pillintrip.com/medicine/granon
638,Glivec,https://pillintrip.com/medicine/glivec
639,Glimbax,https://pillintrip.com/medicine/glimbax
640,Germoloids HC,https://pillintrip.com/medicine/germoloids-hc
641,G-Fen,https://pillintrip.com/medicine/g-fen
642,Glaucotensil D,https://pillintrip.com/medicine/glaucotensil-d
643,Germoloids,https://pillintrip.com/medicine/germoloids
644,Glomox,https://pillintrip.com/medicine/glomox
645,Gonapeptyl Depot,https://pillintrip.com/medicine/gonapeptyl-depot
646,Gatt,https://pillintrip.com/medicine/gatt
647,Gentamicin,https://pillintrip.com/medicine/gentamicin
648,Glandin-E2,https://pillintrip.com/medicine/glandin-e2
649,Gemalata,https://pillintrip.com/medicine/gemalata
650,Getzome,https://pillintrip.com/medicine/getzome
651,Gastroperidon,https://pillintrip.com/medicine/gastroperidon
652,Gynera,https://pillintrip.com/medicine/gynera
653,Gental,https://pillintrip.com/medicine/gental
654,Gentam,https://pillintrip.com/medicine/gentam
655,Génac 5%,https://pillintrip.com/medicine/g-nac-5
656,Grippostad C (ascorbic acid_Paracetamol),https://pillintrip.com/medicine/grippostad-c-ascorbic-acid-paracetamol
657,Galpseud,https://pillintrip.com/medicine/galpseud
658,Glibomet,https://pillintrip.com/medicine/glibomet
659,Genotropin ,https://pillintrip.com/medicine/genotropin
660,Gas-X,https://pillintrip.com/medicine/gas-x
661,Gynokadin,https://pillintrip.com/medicine/gynokadin
662,Glifor,https://pillintrip.com/medicine/glifor
663,Gyno-Pevaryl,https://pillintrip.com/medicine/gyno-pevaryl-
664,Gemzar,https://pillintrip.com/medicine/gemzar
665,GNO CP,https://pillintrip.com/medicine/gno-cp
666,Guajacuran,https://pillintrip.com/medicine/guajacuran
667,Glimepiride,https://pillintrip.com/medicine/glimepiride
668,Glubrava ,https://pillintrip.com/medicine/glubrava
669,Gentrisone (ANTIFUNGAL),https://pillintrip.com/medicine/gentrisone-antifungal
670,Glaveral,https://pillintrip.com/medicine/glaveral
671,Gonapeptyl,https://pillintrip.com/medicine/gonapeptyl
672,Gine Zalain,https://pillintrip.com/medicine/gine-zalain
673,Gentamicin Sopharma,https://pillintrip.com/medicine/gentamicin-sopharma
674,Gasec Gastrocaps,https://pillintrip.com/medicine/gasec-gastrocaps
675,GI Norm,https://pillintrip.com/medicine/gi-norm
676,Granudoxy,https://pillintrip.com/medicine/granudoxy
677,Gentamycyna,https://pillintrip.com/medicine/gentamycyna
678,Gastrozol (Omeprazole),https://pillintrip.com/medicine/gastrozol-omeprazole
679,Gyno Tardyferon,https://pillintrip.com/medicine/gyno-tardyferon
680,Glyceryl Guaiacolate Berlico,https://pillintrip.com/medicine/glyceryl-guaiacolate-berlico
681,Gabapentin GPO,https://pillintrip.com/medicine/gabapentin-gpo
682,Gerofen,https://pillintrip.com/medicine/gerofen
683,Glaucotensil T,https://pillintrip.com/medicine/glaucotensil-t
684,Gelmicin,https://pillintrip.com/medicine/gelmicin
685,Gentamicina Genfar,https://pillintrip.com/medicine/gentamicina-genfar
686,Guajacuran 5%,https://pillintrip.com/medicine/guajacuran-5
687,Gliatilin,https://pillintrip.com/medicine/gliatilin
688,Granon (EXPECTORANT),https://pillintrip.com/medicine/granon-expectorant
689,Gludex,https://pillintrip.com/medicine/gludex
690,Gylonol,https://pillintrip.com/medicine/gylonol
691,Gyne-Lotrimin,https://pillintrip.com/medicine/gyne-lotrimin
692,Gensumycin,https://pillintrip.com/medicine/gensumycin
693,Grifoalpram,https://pillintrip.com/medicine/grifoalpram
694,Gisartan,https://pillintrip.com/medicine/gisartan
695,Glifix-Plus,https://pillintrip.com/medicine/glifix-plus
696,Gralise,https://pillintrip.com/medicine/gralise
697,Gasec,https://pillintrip.com/medicine/gasec
698,Gelonida,https://pillintrip.com/medicine/gelonida
699,Glotrizine,https://pillintrip.com/medicine/glotrizine
700,Halothane Zoetis,https://pillintrip.com/medicine/halothane-zoetis
701,Hydrochlorothiazide,https://pillintrip.com/medicine/hydrochlorothiazide
702,Hycom,https://pillintrip.com/medicine/hycom
703,Hibiscrub,https://pillintrip.com/medicine/hibiscrub
704,Hexene,https://pillintrip.com/medicine/hexene
705,Hydrochlorothiazide Accord Healthcare,https://pillintrip.com/medicine/hydrochlorothiazide-accord-healthcare
706,Hi-Vegi-Lip,https://pillintrip.com/medicine/hi-vegi-lip
707,Humex rhume,https://pillintrip.com/medicine/humex-rhume
708,Heparin Leo,https://pillintrip.com/medicine/heparin-leo
709,Hibitane,https://pillintrip.com/medicine/hibitane
710,Hidrocisdin,https://pillintrip.com/medicine/hidrocisdin
711,Hustenstiller-ratiopharm Dextromethorphan,https://pillintrip.com/medicine/hustenstiller-ratiopharm-dextromethorphan
712,Hemeran Gel,https://pillintrip.com/medicine/hemeran-gel
713,Hexilon,https://pillintrip.com/medicine/hexilon
714,Hexisol,https://pillintrip.com/medicine/hexisol
715,HAD,https://pillintrip.com/medicine/had
716,Helpoderm,https://pillintrip.com/medicine/helpoderm
717,Haley's M-O suspension,https://pillintrip.com/medicine/haley-s-m-o-suspension
718,Hidroaltesona,https://pillintrip.com/medicine/hidroaltesona
719,Humex Allergie Loratadine,https://pillintrip.com/medicine/humex-allergie-loratadine
720,Hidrocortizon Hemisuccinat,https://pillintrip.com/medicine/hidrocortizon-hemisuccinat
721,Hytrin,https://pillintrip.com/medicine/hytrin
722,Hydrocortisone Roussel,https://pillintrip.com/medicine/hydrocortisone-roussel
723,Hexatrione 2%,https://pillintrip.com/medicine/hexatrione-2
724,HHT,https://pillintrip.com/medicine/hht
725,Hidroferol,https://pillintrip.com/medicine/hidroferol
726,Hidroferol Choque,https://pillintrip.com/medicine/hidroferol-choque
727,Hustosil,https://pillintrip.com/medicine/hustosil
728,Hiconcil,https://pillintrip.com/medicine/hiconcil
729,Hi-Cor,https://pillintrip.com/medicine/hi-cor
730,Hypnogen,https://pillintrip.com/medicine/hypnogen
731,Hippurin,https://pillintrip.com/medicine/hippurin
732,Hemapo,https://pillintrip.com/medicine/hemapo
733,Heviran,https://pillintrip.com/medicine/heviran
734,Hepathrombin,https://pillintrip.com/medicine/hepathrombin
735,Hydroquine,https://pillintrip.com/medicine/hydroquine
736,Hantracet,https://pillintrip.com/medicine/hantracet
737,Hydroxyzine Pamoate Actavis,https://pillintrip.com/medicine/hydroxyzine-pamoate-actavis
738,Haldol,https://pillintrip.com/medicine/haldol
739,Hydrocortisone Acetate Pharaonia 1%,https://pillintrip.com/medicine/hydrocortisone-acetate-pharaonia-1
740,Hyalgan,https://pillintrip.com/medicine/hyalgan
741,Hemorrane,https://pillintrip.com/medicine/hemorrane
742,Hermes Cevitt,https://pillintrip.com/medicine/hermes-cevitt
743,Hexarinse,https://pillintrip.com/medicine/hexarinse
744,Hycomycin,https://pillintrip.com/medicine/hycomycin
745,Hexpectoral,https://pillintrip.com/medicine/hexpectoral
746,Hydrocortison Takeda 1%,https://pillintrip.com/medicine/hydrocortison-takeda-1
747,Hurricaine,https://pillintrip.com/medicine/hurricaine
748,Hiprex,https://pillintrip.com/medicine/hiprex
749,Happycain,https://pillintrip.com/medicine/happycain
750,Hu Qi,https://pillintrip.com/medicine/hu-qi
751,Heptin,https://pillintrip.com/medicine/heptin
752,HMG F,https://pillintrip.com/medicine/hmg-f
753,Hytisone,https://pillintrip.com/medicine/hytisone
754,Hidonac,https://pillintrip.com/medicine/hidonac
755,Hialid,https://pillintrip.com/medicine/hialid
756,Helipak,https://pillintrip.com/medicine/helipak
757,Hexomedine,https://pillintrip.com/medicine/hexomedine
758,Hysan Paediatric,https://pillintrip.com/medicine/hysan-paediatric
759,Hibiclens,https://pillintrip.com/medicine/hibiclens
760,Hydrocortisone 0.5% Actavis,https://pillintrip.com/medicine/hydrocortisone-0-5-actavis
761,Hydrocortisone DAK,https://pillintrip.com/medicine/hydrocortisone-dak
762,Head-O,https://pillintrip.com/medicine/head-o
763,HepaGel,https://pillintrip.com/medicine/hepagel
764,Helex,https://pillintrip.com/medicine/helex
765,Hipokort,https://pillintrip.com/medicine/hipokort
766,Hycomin,https://pillintrip.com/medicine/hycomin
767,Hyspan,https://pillintrip.com/medicine/hyspan
768,Halcion,https://pillintrip.com/medicine/halcion
769,Hui He,https://pillintrip.com/medicine/hui-he
770,Hydrocortison Jelfa Ophthalmic,https://pillintrip.com/medicine/hydrocortison-jelfa-ophthalmic
771,Hidrocortisona Esteve Espuma,https://pillintrip.com/medicine/hidrocortisona-esteve-espuma
772,Hydrocortisone Cherubino,https://pillintrip.com/medicine/hydrocortisone-cherubino
773,Hydrocortison-Lidocain-Richter,https://pillintrip.com/medicine/hydrocortison-lidocain-richter
774,Hyan,https://pillintrip.com/medicine/hyan
775,Hytel,https://pillintrip.com/medicine/hytel
776,Happier,https://pillintrip.com/medicine/happier
777,Hylase,https://pillintrip.com/medicine/hylase
778,Hixizine,https://pillintrip.com/medicine/hixizine
779,Hevert-Dorm,https://pillintrip.com/medicine/hevert-dorm
780,He Shu,https://pillintrip.com/medicine/he-shu
781,Heparin,https://pillintrip.com/medicine/heparin
782,Helex Retard,https://pillintrip.com/medicine/helex-retard
783,Hysone,https://pillintrip.com/medicine/hysone
784,Hyderm 1%,https://pillintrip.com/medicine/hyderm-1
785,Hemangiol,https://pillintrip.com/medicine/hemangiol
786,Hepon,https://pillintrip.com/medicine/hepon
787,H-Cort,https://pillintrip.com/medicine/h-cort
788,H-One,https://pillintrip.com/medicine/h-one
789,Hypren,https://pillintrip.com/medicine/hypren
790,Heparin Sodium,https://pillintrip.com/medicine/heparin-sodium
791,Hyderm,https://pillintrip.com/medicine/hyderm
792,Helix,https://pillintrip.com/medicine/helix
793,Hu Tai,https://pillintrip.com/medicine/hu-tai
794,Hydrocort Chema,https://pillintrip.com/medicine/hydrocort-chema
795,HyoMax,https://pillintrip.com/medicine/hyomax
796,Hemodren,https://pillintrip.com/medicine/hemodren
797,Heptral,https://pillintrip.com/medicine/heptral
798,Hydrocortisone Hoechst,https://pillintrip.com/medicine/hydrocortisone-hoechst
799,Hyoscine butylbromide,https://pillintrip.com/medicine/hyoscine-butylbromide
800,Inderal,https://pillintrip.com/medicine/inderal
801,Incidal-OD,https://pillintrip.com/medicine/incidal-od
802,Imodium,https://pillintrip.com/medicine/imodium
803,Ibucare,https://pillintrip.com/medicine/ibucare
804,Ilopan,https://pillintrip.com/medicine/ilopan
805,Ibucod forte,https://pillintrip.com/medicine/ibucod-forte
806,Ibutin,https://pillintrip.com/medicine/ibutin
807,Ixprim,https://pillintrip.com/medicine/ixprim
808,Ilube (EXPECTORANT),https://pillintrip.com/medicine/ilube-expectorant
809,Ibuten,https://pillintrip.com/medicine/ibuten
810,Imprida ,https://pillintrip.com/medicine/imprida
811,Inistolin Pediatrico Expectorante,https://pillintrip.com/medicine/inistolin-pediatrico-expectorante
812,Inflacor Retard,https://pillintrip.com/medicine/inflacor-retard
813,Isotretinoin,https://pillintrip.com/medicine/isotretinoin
814,Inflamyl,https://pillintrip.com/medicine/inflamyl
815,IntronA,https://pillintrip.com/medicine/introna
816,Ibumax,https://pillintrip.com/medicine/ibumax
817,Isocord,https://pillintrip.com/medicine/isocord
818,Ibuprofen Max Strength 10%,https://pillintrip.com/medicine/ibuprofen-max-strength-10
819,Itch-Soothe,https://pillintrip.com/medicine/itch-soothe
820,Isorem,https://pillintrip.com/medicine/isorem
821,Isaderm,https://pillintrip.com/medicine/isaderm
822,Ibux,https://pillintrip.com/medicine/ibux
823,Isodinit retard,https://pillintrip.com/medicine/isodinit-retard
824,Ivexterm,https://pillintrip.com/medicine/ivexterm
825,Imigran,https://pillintrip.com/medicine/imigran
826,Ismo,https://pillintrip.com/medicine/ismo
827,Iberol,https://pillintrip.com/medicine/iberol
828,Indapamida Generis,https://pillintrip.com/medicine/indapamida-generis
829,Ideos,https://pillintrip.com/medicine/ideos
830,Ibuman Plus,https://pillintrip.com/medicine/ibuman-plus
831,Ibumetin,https://pillintrip.com/medicine/ibumetin
832,Ibuprofeno Genfar,https://pillintrip.com/medicine/ibuprofeno-genfar
833,Inflamyl Fort,https://pillintrip.com/medicine/inflamyl-fort
834,Ibalgin rapid,https://pillintrip.com/medicine/ibalgin-rapid
835,Ibustar,https://pillintrip.com/medicine/ibustar
836,Ipratropium Teva Enfants,https://pillintrip.com/medicine/ipratropium-teva-enfants
837,Ipvent,https://pillintrip.com/medicine/ipvent
838,Ibuprofen AL,https://pillintrip.com/medicine/ibuprofen-al
839,Ifirmacombi ,https://pillintrip.com/medicine/ifirmacombi
840,Iruzid,https://pillintrip.com/medicine/iruzid
841,"Instillagel (Chlorhexidine Gluconate,Lidocaine Hydrochloride)",https://pillintrip.com/medicine/instillagel-chlorhexidine-gluconate-lidocaine-hydrochloride
842,Ibuprofeno,https://pillintrip.com/medicine/ibuprofeno
843,Ibumax Forte,https://pillintrip.com/medicine/ibumax-forte
844,Ixia,https://pillintrip.com/medicine/ixia
845,Ibudolor,https://pillintrip.com/medicine/ibudolor
846,Infant Bufferin Cold Relief,https://pillintrip.com/medicine/infant-bufferin-cold-relief
847,Instillagel (ANTISEPTICS_DISINFECTANTS_ANESTHETICS),https://pillintrip.com/medicine/instillagel-antiseptics-disinfectants-anesthetics
848,Iscover,https://pillintrip.com/medicine/iscover
849,Ibet,https://pillintrip.com/medicine/ibet
850,Ibufen,https://pillintrip.com/medicine/ibufen
851,Ibuprofen,https://pillintrip.com/medicine/ibuprofen
852,Icolid,https://pillintrip.com/medicine/icolid
853,Iniston Antitusivo,https://pillintrip.com/medicine/iniston-antitusivo
854,Ipren,https://pillintrip.com/medicine/ipren
855,Ibrofen,https://pillintrip.com/medicine/ibrofen
856,Indoxyl,https://pillintrip.com/medicine/indoxyl
857,Itrazol,https://pillintrip.com/medicine/itrazol
858,Imovane,https://pillintrip.com/medicine/imovane
859,Imvel,https://pillintrip.com/medicine/imvel
860,Irbesartan + Hidroclorotiazida Alter,https://pillintrip.com/medicine/irbesartan-hidroclorotiazida-alter
861,Imodium Instant,https://pillintrip.com/medicine/imodium-instant
862,Ibugesic,https://pillintrip.com/medicine/ibugesic
863,Ivemend (Fosaprepitant),https://pillintrip.com/medicine/ivemend-fosaprepitant
864,Imitrex,https://pillintrip.com/medicine/imitrex
865,Ilacox,https://pillintrip.com/medicine/ilacox
866,Indapen SR,https://pillintrip.com/medicine/indapen-sr
867,Implanon NXT,https://pillintrip.com/medicine/implanon-nxt
868,Ipramol Steri-Neb,https://pillintrip.com/medicine/ipramol-steri-neb
869,Imuran,https://pillintrip.com/medicine/imuran
870,Imdur,https://pillintrip.com/medicine/imdur
871,Irbesartan Stada,https://pillintrip.com/medicine/irbesartan-stada
872,Inspra,https://pillintrip.com/medicine/inspra
873,Irbesartan/Hydrochlorothiazide Mylan,https://pillintrip.com/medicine/irbesartan-hydrochlorothiazide-mylan
874,Isdinium,https://pillintrip.com/medicine/isdinium
875,Iltux,https://pillintrip.com/medicine/iltux
876,Ibuprofen-Actavis,https://pillintrip.com/medicine/ibuprofen-actavis-
877,Inhixa,https://pillintrip.com/medicine/inhixa
878,Implanon,https://pillintrip.com/medicine/implanon
879,Indocid,https://pillintrip.com/medicine/indocid
880,Ipralin,https://pillintrip.com/medicine/ipralin
881,Inlyta,https://pillintrip.com/medicine/inlyta
882,Inac,https://pillintrip.com/medicine/inac
883,Invanz,https://pillintrip.com/medicine/invanz
884,Ibusinus,https://pillintrip.com/medicine/ibusinus
885,IONSYS,https://pillintrip.com/medicine/ionsys
886,Izba,https://pillintrip.com/medicine/izba
887,Ibucod,https://pillintrip.com/medicine/ibucod
888,"Ibuman Plus (Acetaminophen,Ibuprofen)",https://pillintrip.com/medicine/ibuman-plus-acetaminophen-ibuprofen
889,Irbesartan Hydrochlorothiazide Zentiva ,https://pillintrip.com/medicine/irbesartan-hydrochlorothiazide-zentiva
890,Ibuprofeno Normon,https://pillintrip.com/medicine/ibuprofeno-normon
891,Intron A,https://pillintrip.com/medicine/intron-a
892,Ibuphil Cold,https://pillintrip.com/medicine/ibuphil-cold
893,Ibuprofen AbZ,https://pillintrip.com/medicine/ibuprofen-abz
894,Ialugen Plus Visc,https://pillintrip.com/medicine/ialugen-plus-visc
895,Ibacut,https://pillintrip.com/medicine/ibacut
896,Ibuprofen for kids,https://pillintrip.com/medicine/ibuprofen-for-kids
897,Ibuprofen Genericon,https://pillintrip.com/medicine/ibuprofen-genericon
898,Iridina due,https://pillintrip.com/medicine/iridina-due
899,Imot Ofteno,https://pillintrip.com/medicine/imot-ofteno
900,Jodid 100,https://pillintrip.com/medicine/jodid-100
901,Jaydess ,https://pillintrip.com/medicine/jaydess
902,Jardiance,https://pillintrip.com/medicine/jardiance
903,Janumet ,https://pillintrip.com/medicine/janumet
904,Januvia,https://pillintrip.com/medicine/januvia
905,Jodid,https://pillintrip.com/medicine/jodid
906,Jenamazol,https://pillintrip.com/medicine/jenamazol
907,Jin Lang,https://pillintrip.com/medicine/jin-lang
908,Junifen,https://pillintrip.com/medicine/junifen
909,Jetokain Simplex,https://pillintrip.com/medicine/jetokain-simplex
910,Jext,https://pillintrip.com/medicine/jext
911,Jinarc,https://pillintrip.com/medicine/jinarc
912,Jentadueto ,https://pillintrip.com/medicine/jentadueto
913,Jetokain,https://pillintrip.com/medicine/jetokain
914,Jangee,https://pillintrip.com/medicine/jangee
915,Janumet XR,https://pillintrip.com/medicine/janumet-xr
916,Jentadueto XR,https://pillintrip.com/medicine/jentadueto-xr
917,Julphamox,https://pillintrip.com/medicine/julphamox
